title,date,content,verified_product,rating,product
Valairat (tukta),Reviewed in India on 25 November 2021," Build quality - 8/10
Really good and tight build with creaking sounds. But, if they had given a real glass back and Corning's gorilla glass at front would be great.
As of now, I am unsure of protection of front glass.

Design - 9.5/10
I just love the colour Midday Dream.... So beautiful 😍
And one of my criteria was to have a flat frame on the sides.... This phone is very good to hold and feels light... but after holding for about 10 mins, it becomes slippery. Wear a case for phone and use it..

Display - 7/10
Colours are very very close to amoled displays, but lcd is a lcd, and blacks are not blacks.... And refresh rate is still 60hz..
Brightness was decently enough though....

Loud speaker - 8/10
Good, but not loud enough. Bass could be a little more, but it gets the job done...

Earpiece (Calling speaker) -11/10
Extremely loud and quality was very very good. And there were no interruptions from proximity sensor in call... You can try playing a video while calling and you can test the speaker in the ways you want.

3.5mm jack output - 11/10
Sound quality was really outstanding.... Definitely the best I have used so far.... I was using the inbox headsets and realme buds 2...
I saw a person asking whether it has Dolby Atmos or no.. the answer is no.
But it has a technology called ""Deepfield"" and it is identical to Dolby Atmos in Samsung phones... Mega bass mode is recommended.

Inbox headset -9.5/10
High quality headsets. Good bass, almost equal to realme buds 2. But buttons had a delay when responding.

Performance -5/10
Yes, yes, yes. Mediatek helio G80 is definitely not for gaming, but it is power efficient. But day to day tasks like opening WhatsApp, browsing news, etc. were fine. But those who need aggressive power, spend extra Rs.2000 and buy Y73 or go for POCO X3 pro. I haven't played any games, so I unable to tell about that.

Battery - 9/10 , Charging - 7/10
Battery is excellent. It can even beat few Samsung phones that have 5000mah battery. Well optimised. Charging is good for 18w. Please prefer for slower charging phones as charging fast will make the battery to drain and degrade fast... I was using a phone with 5000mah battery with 33w fast charging. Guess what, battery gets down very fast.

CAMERAS...... 6/10
To be frank, it performed somewhat okay. Colours were true to life, and look good in daytime. But at night, the camera was average... Even with the night mode, it performed above average(for both rear and front). But the gallery app has magic eraser, which is very famed for the recent Pixel phone. Videos were good, but no option to turn of stabilization. Recording is capped to 1080p 30 max. So if you need 1080p 60, or 4k 60, download ""open camera"" to use it.

Software and biometrics -8/10
Software was excellent. Feature rich and similar to stock Android. Few bloatwares very present while set up. You can even customise the charging animation of the phone! Android 12 beta test might start from March 2022. But this phone has Google dialer and messaging app. I was very disappointed to see this. Fingerprint reader was fast and face unlock is also good.

Verdict,
If you are a hardcore fan of vivo or you need a phone with really good battery or you need a phone with big display and best design, this the phone for you....

Hope this might help in purchasing this phone..... Have a great day ☺️",,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Akash Kumar,Reviewed in India on 13 September 2021,,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Akash Pandey,Reviewed in India on 10 September 2021," Charging is faster than any other phones, Light wait which make it more genuine products, Battery backup is not so good but it's good if you see a light wait phone then battery shortage is a normal thing.",,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sumit,Reviewed in India on 14 September 2021,Ghatiya phone hai mere phn ko 1 week hua hai muje sale karna hai koi hai lene wala mai usko de dunga ....15 me ...muje maza ni aaya,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 10 October 2021,"Worst phone ever I used . After purchasing of phone in 3days started hanging,while playing games in 2mins mobile getting heat ,while calling or recieving calls mobile hanging,this is the failure phone ,waste of money really I have good opinion on vivo after using this ph I dnt want to buy vivo phones. I lost my money and getting frustation to use this mobile.

Waste of money....",,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 12 October 2021,"I didn't like the product, its not light weight. Also the operating is very slow, not so good features. Response to any action is very slow. When i was purchasing i found few comments mentioning same but i ignored and purchased. Camera quality is very low , its not like how its mentioned on features. Im upset with the phone and waste of money for me",,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Kanhaiya,Reviewed in India on 16 September 2021,"Very good mobile
Vivo y 33s
Very nice quality Selfie and back camera
Good luking mobile I am fully stifided",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sanjay kumar jha,Reviewed in India on 28 September 2021,Worst phone ever I buy it few hours ago and camera is worst Quality ghatiya very bad ex perience don't buy it,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Nomendra patle,Reviewed in India on 12 October 2021,"Very nice mobile ,camera super , battery pickup super ,,vivo is best , , , , , , , ,",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Donga Bhavana,Reviewed in India on 5 November 2021,Worst phone dont buy this phone waste of money and call dropping problem and notifications problem and voice problem and waste model,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
swamypvs,Reviewed in India on 27 February 2022,"Please do not purchase this product, this product is very tiring. Even though i read the negative comments i still took this and got quite disappointed. Also u wont have exchange offer for this model because its such a worst product so they are also not taking back. Please do not buy it",,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Aditya Singh,Reviewed in India on 14 January 2022,"Amazing phone, excellent! Runs with no lag at all. Features are all amazing! I personally love it! Battery, processor, camera, specs all are tuned to make it amazing!",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gopal prajapat,Reviewed in India on 13 October 2021,"Vivo y33s handset auto call recording not supported.
Worst handset vivo y33s. Loss our money. Pls don't buy any vivo handset.
Buy other mobile realme, redme or another mobile.",,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
HEMANT B.,Reviewed in India on 7 September 2021,"Camera quality is decent
Light weight
50 MP camera is superb
8+4 GB Ram makes faster
128 GB Rom is enough
Helio G80 gaming processor",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Anurag sing,Reviewed in India on 8 November 2021,Worst camera quality in 19k phone.vivo y 33s camera is not good dont by this phone this phone looks nice only.,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amit Dipak Dhamgaye,Reviewed in India on 15 October 2021,"Excellent Mobil
No more any Requirement
Battery Display Cemera
Very Good
Happy
For Parchess
good 🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂🙂
Vivo y33s 8 128",,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Jitu,Reviewed in India on 3 February 2022,Battery life is very good ..n weight is very handy..! Superb phone awesome n Grt ..go n buy it !,,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Harpreet Singh,Reviewed in India on 22 October 2021,Excellent phone Y33s. Really Happy 😃😁 every Features is best. Highly recommended this Phone 🤳. You can buy without any choice.,,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
deepa,Reviewed in India on 16 February 2022,"It's waste of maney plz don't buy , vedio clarity is too bad and sound is also very less compared to oppo totally it's bad phone of my self.",,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ashish sahu,Reviewed in India on 30 October 2021,"Buy it 18k best mob under 20k
All features are good better performance
Super camera 50 megapxl with selfi camera 16 mega pixel",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Anjali,Reviewed in India on 21 November 2021,This phone should also have 5G in this price range. And the phone hangs so much that it takes me 5 minutes to open the contact list,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
S D Kaushik,Reviewed in India on 28 October 2021,Like the looks but screen is not super amoled and getting really slow and getting hanged with a month usage.xiaomi is a better option,,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
JB Singh Rajawat,Reviewed in India on 13 October 2021,"Best performance I like best features
Battary +camra looking very beautiful best phone 20 k in other best phone vivo y33s",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rohan,Reviewed in India on 27 November 2021,"Excellent product. You bought only this

Good device in thiss price....

Vivoy33s good p h o n e ok

Good",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Karan saroj,Reviewed in India on 4 January 2022,vivoy33s is very nice I'm so happy 👌 camera battery fingerprint very good i like you vivo. ....😙👌 gret pic,,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Veer bahadur chauhan,Reviewed in India on 6 November 2021,,,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dia Alphonso,Reviewed in India on 22 October 2021,Phone a lil heavy Coz it glass ..it's gonna mirror at the back I mean mirrored glass so can do makeup on the go jokes apart fabulous screen resolution amazing camera quality at par excellence at affordable price of 19k got it on zest money app for 6 months interest free emi gets yours one today ..happy shopping ..thank you Amazon prime for deliverying same evening at no cost which really helped before my weekend plans kicked in,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vinit,Reviewed in India on 10 November 2021,Very lightweight and best you could get in this price range. The build quality might seem cheap due to its lightweight nature.,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
shankargee,Reviewed in India on 25 September 2021,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
GIRISH WAGLE,Reviewed in India on 6 November 2021,"My earlier mobile was also Vuvo 1718 & so have upgraded it now with this. As expected, works absolutely fine.",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Mohammed Imran Kazi,Reviewed in India on 26 October 2021,Really happy with the purchase. The phone is worth the price. Excellent looks and premium finish.,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rajan sharma,Reviewed in India on 16 November 2021,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Nirmal.M.S.,Reviewed in India on 24 October 2021,First up all hatsoff to Vivo for bring such an amazing phone. It blew away ma expectation as I saw it wow wat a colour wat a smooth phone good camera nice fingerprint reader awesome mind blowing,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
jayshree t.,Reviewed in India on 13 October 2021,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ajay T,Reviewed in India on 16 October 2021,"Liked it, big screen & got good exchange offer + bank discount, side lock finger print is also good.",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rajkumar V,Reviewed in India on 1 November 2021,"Very good product. Value for money. Only setback notification led light not available. Charging is slow with 18w charger, need to improve",Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Pangky Saputra,Reviewed in India on 15 October 2021,Worth for quality and prices,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
vivek dogra,Reviewed in India on 4 October 2021,Quality of phone is ok,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
mustafa,Reviewed in India on 11 October 2021,good phone,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Madan Bhosale,Reviewed in India on 1 October 2021,I like it’s colour and capacity,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
piyush,Reviewed in India on 1 December 2021,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
K ABRAHAM MATHEW,Reviewed in India on 24 October 2021,Simple to use. All the features are included in the model which an average user requires,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Ch v gowripathi,Reviewed in India on 20 October 2021,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
sunny yadav,Reviewed in India on 5 November 2021,Camera jabardast hai aur 18 min me fast charging full ho rahi. Camera jabard Aswome mob hai aakh band kr ke le skte hai aao log,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Patel Nayan,Reviewed in India on 30 September 2021,Superb phone🥳,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
mrityunjoy,Reviewed in India on 10 October 2021,"Excellent battery back up, photo quality is so nice. Light weight",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dhanasekaran Gopal,Reviewed in India on 21 October 2021,"Good product
Good delivary
Thanks vivo
Thanks amazon",Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
P K Jha,Reviewed in India on 30 October 2021,"Good phone, light weight, slim body. Smooth functioning.",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
PRADEEP PACHAURI,Reviewed in India on 16 October 2021,Best quality camera and bettery backup is Great...,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Mamta Sharma,Reviewed in India on 7 October 2021,,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
balan Krishnan,Reviewed in India on 28 September 2021,போன எங்களுக்கு ரொம்ப பிடித்துள்ளது,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 14 October 2021,,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
maria,Reviewed in India on 6 November 2021,Nice,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Deepu Bind,Reviewed in India on 15 October 2021,Amazing phone unde 20000.,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Narayanan TS,Reviewed in India on 21 October 2021,Very good phone with 8GB ram,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Gurpreet S.,Reviewed in India on 17 October 2021,Nice look full pessa Casel.,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rahul,Reviewed in India on 16 October 2021,Mst,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Krishan Ravathi,Reviewed in India on 25 October 2021,Super phone good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rajesh Kumar,Reviewed in India on 26 September 2021,Nice Mobile,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Rahul,Reviewed in India on 2 October 2021,Very good product,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Abhijeet Mohanty,Reviewed in India on 19 October 2021,Simply best,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amod Dubey,Reviewed in India on 27 October 2021,Very good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
jashvant,Reviewed in India on 16 October 2021,Thanky,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 3 October 2021,Good mobaile,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sameer kumar,Reviewed in India on 14 October 2021,Nice phone,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
MOHD ATIF ANWAR,Reviewed in India on 15 October 2021,🙂🙂🙂,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Srikanth,Reviewed in India on 29 September 2021,Good,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Nagireddy Kanala,Reviewed in India on 27 October 2021,Good phone the recorder is not up to mark j have not used pringerprint the rate is within the amount,,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
RUPALI SAXENA,Reviewed in India on 2 November 2021,FUNTOUCH OS ...IS VERY BED AND POOR ...DEAR FRIENDS DON'T BUY FUN TOUCH OS BASED MOBILE OTHERWISE MONEY IS TOTALLY WEST.,,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Huvanagouda patil,Reviewed in India on 17 January 2022,"Fingerprint reader is excellent and this feature is with power button, camera quality is also good. Vivo y33s is comes with 5000ma battery.",,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
SATYANARAYAN PRADHAN,Reviewed in India on 26 March 2022,Duplicate,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Dilip chhetri,Reviewed in India on 21 March 2022,Online clasess,Verified Purchase,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
rose,Reviewed in India on 31 March 2022,i didnt like the picture quality not worth the money,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Jaya,Reviewed in India on 5 April 2022,Sach a nice phone thank u Amazon for giving me great deal.,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Sekhar Mistri,Reviewed in India on 27 March 2022,"Ordered 2 phones of same model. Worst phone ever had. Having 8GB Ram works like 2GB,my previous honor 9N works better than this phone. It lags like anything and that too while making calls. Either contact list will not appear or dial screen does not gets clear after pressing hang up button. Total Waste of money 17990/-x 2=37980/-",Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Vignesh,Reviewed in India on 7 April 2022,"Likes:
1. Availability of 4gb virtual RAM, in addition to 8gn RAM.
2. Camera quality is good in daylight. Though the night capture mode is good, could improve
3. For 128gb internal storage, this is a starting range phone available

Dislikes:
1. Wi-Fi connectivity is the poorest. The phone is not able to support any sort of Wi-Fi connectivity. Often it either gets disconnected or browsing using Wi-Fi is very slow. If you use the speed test, actual speed of Wi-Fi would come up, but browsing is the worst",,3,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Kaif ali,Reviewed in India on 1 January 2022,"Writing review after 1 month, camera quality is fantastic 😉, bokesh mode is so good for beginners.
I suggest to buy this product without any doubt.",,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
PRADEEP SIROLA,Reviewed in India on 23 March 2022,"Fingerprint reader is not upto the mark. Otherwise a nice phone with pretty good camera, interface and battery life",Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Mohd Arif khan balrampur UP,Reviewed in India on 10 April 2022,Finger print very good work battery life good 30min only full charge,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Tanvi Rajput,Reviewed in India on 11 March 2022,"I buy this mobile for mostly use selfie, now I see selfie quality no clear,very bad experience, front camera not good",,2,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Jijo m.,Reviewed in India on 21 March 2022,Very sad about your service. After three days from purchase charging is not happen this phone. Powerbank charging is ok. But original charger charging is not working.I complained and i got an appointment from Amazon. But service man not came into my office and not solve this problem.I got a Rescheduled appointment today. Same happen this time also. Please give mean ultimate solution.,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Deepak Raj,Reviewed in India on 9 April 2022,Everything is perfect don't think extra and purchase the phone there is good Value of price an awesome product ☺️ i am really satisfied with this 🤠,,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Amazon Customer,Reviewed in India on 23 March 2022,Good working and nice mobile,Verified Purchase,5,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
manivannan j,Reviewed in India on 27 March 2022,Super battery good camera ok,Verified Purchase,4,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
Karun Kumar sharma,Reviewed in India on 31 March 2022, Mobile damage aaya h,Verified Purchase,1,"Vivo Y33s (Mirror Black, 8GB RAM, 128GB Storage)"
