title,date,content,verified_product,rating,product
Vishal Shakya,Reviewed in India on 22 February 2022,"I was so afraid to buy this costly phone from online but thanks to Amazon, i got it with good offers, got this genuine, india made iPhone & also verified by Apple website. I am very happy by upgrading from iPhone7 to iPhone13. Using dual sim another extra new experience from iPhone, but always on outgoing call e-sim network not available. But I am satisfied with this purchase. As apple says ""there is no phone like iPhone"".",Verified Purchase,5,Iphone13
Sujoy Mondal,Reviewed in India on 22 May 2022,My first IPhone.... Software to hardware optimisation is out of the world....... Best battery life and screen quality till date.... Love the camera and bouquet quality.... Just wish could get the 120 Hz refresh rate.... And the best part is that I got it in 64k in summer sale and a made in 🇮🇳 model....💯💯🔥🔥🌅🌅😍😍😍,Verified Purchase,5,Iphone13
zasim,Reviewed in India on 7 April 2022,,Verified Purchase,5,Iphone13
Monis Raza,Reviewed in India on 18 March 2022,"Play Video
 Na",Verified Purchase,1,Iphone13
Ranjitha,Reviewed in India on 5 May 2022,"Believe me if u r thinking to switch from android, dont hesitate. I’m an android user for 7 plus years and i cant even describe the way i m impressed with ios. Perfomance wise soo good. Dont believe that utube vids who wantedly say bad things abt ios, there are more positives in ios than android.

Pros:
Perfomance
Camera
Smooth
Fasttt
Battery

Cons :
No fingerprint
No earphone jack(iphn 13)",Verified Purchase,5,Iphone13
Nipun sarkar,Reviewed in India on 11 May 2022,"In hand feel is good it justify its price. if you are iphone lover then go for it, If you are android user and love to customize home screen then you will get disppointment so iphone is iphone. iam also android user but this is my first iphone so happy with my iphone performance and display quality. Apple Notification center is bit clumsy.",Verified Purchase,5,Iphone13
Abhinav Singh Sengar,Reviewed in India on 20 December 2021,,Verified Purchase,5,Iphone13
Naushad ali,Reviewed in India on 26 March 2022, Good experiance,Verified Purchase,5,Iphone13
Master Vanakkam,Reviewed in India on 7 April 2022,Actually I’m android user now switched to iPhone user experience is good but camera quality isn’t meet my expectations when taken photos on day times and little low lights you’ll get good quality photos. Night mode is worst. Battery is good for moderate users. Phone is very compact and display quality really awesome. My conclusion if you looking for privacy and protect from hackers definitely iPhone is safe. Those who are all moderate user and then buy this model,Verified Purchase,4,Iphone13
Ayush Nayyar,Reviewed in India on 28 April 2022,"This is a very well balanced, all round amazing phone. For people switching to iPhone for the first time, this is an excellent choice. The phone has been very consistent, fast and smooth in daily operations, and never misses a beat. The camera is absolutely amazing, battery life is excellent too. Apart from this, the build quality is premium, and the software is very optimised and helps you safeguard privacy.

Overall an amazing iPhone, would definitely recommend to anyone who's looking to switch to iPhone or even existing iPhone users currently on iPhone 11 or older.",Verified Purchase,5,Iphone13
Jisha,Reviewed in India on 30 December 2021,Front camera wasn’t working. Got a defective piece.,Verified Purchase,1,Iphone13
shanuayitha,Reviewed in India on 14 May 2022,"while i receive the box seal is already broken but there is not damage. Delivery of seal broken mobile is very bad that’s why i am giving 2 rating. Tried to contact amazon but no use from the operator, this type of service is not excepted from the Amazon.",Verified Purchase,2,Iphone13
Sushil Kumar Pareek,Reviewed in India on 14 May 2022,"Ordered on 4th May and Received on 5th may . Very good but After unboxing found dirty finger impressions on the IPhone Box . I am very particular about the boxes containing my gadgets .
Now for phone I switched to Samsung galaxy s9 four years back from IPhone 4 S but after suffering poor after sales service by Samsung again switched to Iphone13 . It is an excellent phone display , camera quality , sound quality is excellent . The speakers on the phone sound excellent and clean . I use my Phone primarily to listen music on my headphones and I can say that Ipone 13 sound far better on my Sony WH -0000XM4 then my Galaxy S9. Overall IPhone 13 is an excellent phone",Verified Purchase,5,Iphone13
Nitin Pawar,Reviewed in India on 12 February 2022,"First iPhone and really good experience.
Camera Awesome!
Battery Awesome!
Overall Awesome!",Verified Purchase,5,Iphone13
Nikhil,Reviewed in India on 25 September 2021,Same as iphone 12 expect camara not satisfied go with I phone 12 if you want best camara then I phone 13,,1,Iphone13
Gyan,Reviewed in India on 7 February 2022," Battery performance is great so far, phone itself is pretty good to use. Great buy.",Verified Purchase,5,Iphone13
Rhythm Salvatore,Reviewed in India on 16 May 2022,"I was a little sceptical buying from Amazon because of all the reports of used, damaged or outright fake products being delivered. I however got a brand-new completely genuine device(I authenticated the product by using the apple official site and also the authentication feature on 3U Tools). Overall a pretty good experience.",Verified Purchase,4,Iphone13
Ankur katiyar,Reviewed in India on 10 April 2022,"Have been using it for more than a month, phone is more than adequate for day to day usage. Camera quality for pictures is comparable with other flagship android phones but video quality is next level. Battery is decent gives screen on time of around 7-8 hours. Charging is slow and phone heats up a little bit. Recent 15.1 update has resolved the Face ID with mask",Verified Purchase,5,Iphone13
VIKRAM BIHARI,Reviewed in India on 18 May 2022,"It’s first time that I purchased iPhone 13.No doubt it’s costly but a better quality of smartphone this is.I received iPhone in good condition ordered on Amazon after one day.phone is very good to hold ,to talk and it is not hitting as I felt almost all of smartphones of VIVO,Realme etc under Rs.20000/-overall it’s a good phone and I can purchase according to ur pocket size.",Verified Purchase,4,Iphone13
LS,Reviewed in India on 25 May 2022,"Great phone. Love the compact size. I have small hands. Wish we had similar sized phones in Android side.

Camera is 9/10 for photos, HDR gets the negative 1 point. 10/10 for videos. Missed the zoom lens , anyways not much though.

iOS has its shenanigans, but is smooth and damn reliable, has a small learning curve. But you can do all things.

Apple vs Google causes some silly issues, anyways works. Overall great device good battery backup.",Verified Purchase,4,Iphone13
Aathmika,Reviewed in India on 19 May 2022,"Delivered in time ! Was afraid of getting soap bars but got the real one luckily thanks amazon! Packaging could be better had a thought it wasn’t packaged safely.
Device:
1.Excellent camera
2.Updated ios
3.Speed is great
4.Flawless design
5. Battery oh my god apple nailed it you dont need to charge for the whole day believe me being a heavy user i can easily attain 8am-7pm
6.kudos to apple for this iphone 13.",Verified Purchase,5,Iphone13
rudratej,Reviewed in India on 9 May 2022,Brand means the IPhone....excellent phone...I have both android and ios Both are best in their class....battery life of iPhone 13 is superb and camera quality is rocking......if you want to buy iphon plz buy from Amazon it's genuine and superb,Verified Purchase,5,Iphone13
Subash Kumar P,Reviewed in India on 14 April 2022,"Phone is value for money, battery life improvement is required. One poor thing was that they aren’t providing the adapter, apple has to consider this option, it’s just consuming the amount of customer, need to spend more get them. Processor option is a good one, I’m loving the Color of the mobile. iPhone need to consider some more options to reduce extra burden on the customer.",Verified Purchase,5,Iphone13
vikram sharma,Reviewed in India on 6 April 2022,"Not outperforming but consistent. Coming from the Samsung Galaxy series I felt the screen is small and features are limited but after using it for a month I feel it performs brilliant and does the job. The camera is good for point & shoot, nothing more. Gestures are a little longer when compared to Android.

Earlier I used to think iPhones are expensive but recent prices for even brands like Xiaomi are very high and it makes sense if you move to iPhone. The only thing is iPhone feels very limited in features.",Verified Purchase,4,Iphone13
Pbsmba,Reviewed in India on 7 May 2022,I don’t know about others but I loved this phone. It’s really faster processor and upgraded camera sensors and lens. I have used Android and shifted back to Iphone13. Battery life simply superb. I highly recommend it if you are an iPhone lover. Sound quality is superior. Photo quality is the best. Screen is super bright.,Verified Purchase,5,Iphone13
Gopinath,Reviewed in India on 21 February 2022,"Initially, I thought of compromising with camera features and decided to buy iPhone 13. But now, I regret. iPhone camera definitely needs improvement, otherwise iPhone is best. You may also feel little heavy when compared to other leading flagship mobiles.",Verified Purchase,4,Iphone13
ps1411,Reviewed in India on 13 May 2022,"iPhone 13 battery life has definitely improved compared to previous models. The most amazing part is the camera. Photo quality is excellent. Especially, photos taken at night are very good. The size of 13 is a very good balance. And it's light too. Full marks so far.",Verified Purchase,5,Iphone13
venugopal,Reviewed in India on 24 May 2022,"I was using oneplus 7t and have been using android since 2011. I thought to use Iphone this time and bought iphone13 without realizing it’s difficult to transfer WhatsApp backup from my android phone to iphone. Eventhough there are ways to do this, you need to buy apps for this. This is the huge backdrop and only one issue i found so far. I tried selling this phone but people were quoting very less price even though it’s just days phone. Now i donot have any option except to use this😔

Thanks,
Venu",Verified Purchase,5,Iphone13
Rohit Singh,Reviewed in India on 9 May 2022,Isme koi shak nhi ki apple ka mobile sabse best hai but itne costly mobile ki itni cheap packing maine sapne me bhi nhi socha tha. Packing by amazon so cheap and not in safe style plz amazon send in safe packing when costly and breakable product orders,Verified Purchase,3,Iphone13
Veer,Reviewed in India on 22 May 2022,"Product packaging is good, delivery withing 24 hours without Amazon member. My I phone 13 working superb. Got the deal in 7thousand less than the market rate in Noida.",Verified Purchase,5,Iphone13
raghava,Reviewed in India on 10 March 2022,I liket Apple phones I use in 12 but don't different small changes byclone 15.and Touch and Tha Mobile is more than small in 12,Verified Purchase,5,Iphone13
Salman,Reviewed in India on 4 February 2022,Thanks for Amazon my iPhone 13 😍,Verified Purchase,5,Iphone13
Magesh,Reviewed in India on 6 February 2022,Battery life is worst . Even normal use call whatsapp battery drain fast 1 day backup only . Don't go for iphone 13 if u want battery backup. And Android user don't go for iOS lot of disadvantages are there. And don't waste money. U can go for higher range Android.,Verified Purchase,1,Iphone13
Apoorv Goel,Reviewed in India on 28 March 2022,"Before time delivery and original product . Apple is beyond doubt the best phone maker have shifted from flagship samsung and liking the change . The fit n fineese of ghe product is amazing , battery backup is superb and airdrop is super fast like a blink . I short must go for iphn 13 pretty well balanced and hopefully will last for 5yrs as my ipad which is running solid since 2017. Make the shift from android as apple ios is buttery smooth.",Verified Purchase,5,Iphone13
lalit sharma,Reviewed in India on 29 May 2022,"Dislikes-
Switching from Android to iOS is a pain. We need to use paid apps to transfer chats which I didn't use.

Likes-
1. Best Camera for photos and videos.
2. Super battery life.
3. Face ID - It is even better now as it supports Face Masks.
4. Memory management - You don't have to kill apps in background. Keep them running as it improves battery life.
5. User experience - Animations and social apps integration are nice.",Verified Purchase,5,Iphone13
Rishvaanth,Reviewed in India on 22 May 2022,"Battery is good, Performance is good, Display is good, Camera is good. Price is not so good but what can you expect? Its an iPhone. You would pay this price since you already have used iPhones for a long period of time or have a MacBook already and get integrated into the Apple ecosystem. Purchasing it for bragging rights and then crying about other purchases necessary like iCloud, lack of comprehensive file system like android or lack of customization is on you.",Verified Purchase,5,Iphone13
Jitesh khurana,Reviewed in India on 25 September 2021,"you really don't need to upgrade if you bought a new iPhone last year. But anyone with an iPhone 11 or older will find enough new parts and features to consider the new models

Screen
The screen is notably better than last year's. It's the first iPhone with Apple's ProMotion display, a very high refresh-rate screen technology that was introduced on the iPad Pro in 2017.

The screen can adjust to the content on the page to help save battery life and make things feel smoother. If you're just reading a website, for example, it might refresh less frequently and save battery life. But then if you're gaming or scrolling through a long webpage, it'll refresh really fast to make everything much smoother.

Battery
Battery life is top-notch and lasts longer than any other iPhone on the market. Unless you're playing games for hours and hours

That's thanks to a combination of a newer processor, a new screen and a bigger battery. I streamed nine hours of movies, for example, with just over 50% brightness, and still had more than half the battery left.

Camera
The regular wide-angle, the zoom and the ultra-wide-angle lenses on the back now allow in more light, which means they're better at taking pictures in the dark.

The HDR feature is also better in situations where your subject might have a lot of light behind them, which can normally make people in a picture look dark — all the iPhone 13 phones can keep color and detail even if the sun is right behind someone.
You can get really close to an object, like a blueberry or a flower, and capture a lot of detail.",,5,Iphone13
Rachit,Reviewed in India on 13 December 2021,I’m happy with iPhone 13. It’s little bit heavy like iPhone 11 but it’s fine.,Verified Purchase,5,Iphone13
Prakash Kandpal,Reviewed in India on 28 May 2022,I liked to have an iPhone for few years and I am happy with Amazon and iPhone both. Though bit heavy on my pocket but it’s worth every penny. I feel more economical or free apps will add further value. My 5 stars to both Amazon Prime and Apple.,Verified Purchase,5,Iphone13
Nikhil Daftary,Reviewed in India on 16 May 2022,"No plastic wrap on the pack - back of the phone is scratched .
I wonder if the phone works or not",Verified Purchase,1,Iphone13
subham karmakar,Reviewed in India on 2 May 2022,"Missing features :

High refresh rate display
Telephoto lens
Macro mode

Overall it's a great phone!",Verified Purchase,5,Iphone13
Nazeeb Chishty,Reviewed in India on 20 April 2022,"Its a very pretty colour ... Very good experience in holding with hand ...
Camera quality very special... I love listening music with in it... Friends don't think too much .... Thank you amazon for safely delivered...
Regards
Nazeeb chishty",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 8 May 2022,Its my first iPhone. Im completely disappointed with this so called “brand apple iphone”. Its getting very hot during use and charging. I strongly recommend dont buy apple products. just go for oneplus.,Verified Purchase,1,Iphone13
Ankit k sharma,Reviewed in India on 1 May 2022,"New experience. First time using iPhone. Performance is outstanding but having issues regarding apps, music and videos ristricated by apple. Rest is superb.",Verified Purchase,5,Iphone13
Eggsy Guite,Reviewed in India on 11 May 2022,"After 12 years of Android I switch to iPhone finally.
I know in iOS we dont have the file accessibility as of android, i knw the bluetooth is very limited plus no customisable or tweaks whatsoever…

But then.. its an iPhone 🤣",Verified Purchase,5,Iphone13
Abhishek,Reviewed in India on 3 January 2022,"This is another awesome product from Apple..

Wonderful Camera quality
Feather touch
Good battery
Superb Night mode Camera

Overall, wonderful phone👍",Verified Purchase,5,Iphone13
venu shekar,Reviewed in India on 13 May 2022,"I have upgraded from iPhone SE, so for me it makes a tremendous difference in built quality, performance, and battery besides a full screen. I am very much satisfied with the purchase.",Verified Purchase,5,Iphone13
Sayan Ahmed,Reviewed in India on 29 April 2022,"I bought this phone for my ios app development & testing and the battery to performance just works fine , giving me a 7.51 hr of battery backup in full usage. Just awesome 🤩.",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 27 May 2022,"Apple should increase performance of device, I can say garbage collection is not working as like previous iOS versions. Applications are getting hang some times if ram is consuming more memory

Camera quality should increase for iphone 13 if we compare with samsung mobiles like s21 and s22

Even as I observed mobile is heating up but not frequently

Overall I can say 2.5/5",Verified Purchase,3,Iphone13
MAHESH D,Reviewed in India on 13 April 2022,It is a great and happy feel to be a part of apple now from android. A very excellent phone. Superb picture quality nice battery life but no finger sensor. Amazing mobile so far.,Verified Purchase,5,Iphone13
Amit chandel,Reviewed in India on 27 May 2022,"The screen is quite impressive even better than my iPad pro , a few features like double tab are also very useful. The battery gets heated while charging in the beginning now its okay",Verified Purchase,4,Iphone13
Natesh Prabhu,Reviewed in India on 1 May 2022,"Feels so premium

Amazing product

After a long thought purchased iPhone 13. The phone has not disappointed me. But after using Android there are some factors in IPhone that are not so user friendly.

Over priced but a premium product",Verified Purchase,5,Iphone13
suhas,Reviewed in India on 29 March 2022,"Not up to mark, somany glitches, and when contacts service support and centre physically both advise for formate and reset mobile, if u don’t want mobile for show off then go for better options with higher end android.
Siri not working proper
Heating issues
Back button missing",Verified Purchase,3,Iphone13
Anshika Shukla,Reviewed in India on 11 December 2021,"Play Video
 This looks professional colour and perfect👍. Nice product.",Verified Purchase,5,Iphone13
mahesh,Reviewed in India on 14 March 2022, My mom gifted me for birthday iPhone 13 was really good but sometimes it will heat apart from that mobile is good,Verified Purchase,4,Iphone13
nikunj,Reviewed in India on 7 May 2022,"Amazing phone. I have had iPhones since launch of iPhone 4 and has most of them throughout. Still using 10, 12 and now 13.
It’s amazing. Camera is just beyond excellence, which is basically what is needed these days and battery backup",Verified Purchase,5,Iphone13
meghna prajapati,Reviewed in India on 14 May 2022,"Hi there,
My iPhone 13 has problem regarding mic and signal drops
I had iPhone xs before never had this issue, after using iPhone 13 I got so many complaints about my voice getting drop during call

Ok camera quality",Verified Purchase,2,Iphone13
Viking Natural Soap,Reviewed in India on 16 May 2022,"Superb processing power and awesome screen resolution and ease of iOS, what’s holding you back… of course it’s expensive but I like the ease of using this and I don’t want my phone to hang or buggy apps or stutters whenever it’s most critical time to me… and most of all, the security level of apple is at another dimension",Verified Purchase,5,Iphone13
Sayed Naved Shafi,Reviewed in India on 10 April 2022,"A great Iphone that ticks all the right boxes. Easy to grip in hand , excellent low light photos, fantastic battery life of more than 6 hours plus of on screen time Ona daily basis.",Verified Purchase,5,Iphone13
Mayank Jain,Reviewed in India on 13 December 2021,"It’s a great phone. After my 6s plus, it’s an amazing upgrade but I wish I would have bought the pro version instead. I miss the features that phone has.",Verified Purchase,5,Iphone13
G.vinay kumar,Reviewed in India on 13 May 2022,"1. Camera Quality: good(best👌)
2. Battery life :Good( best👌)
3. Performance :Good(best👌)
4. Touch display :low speed ( not good😥)
Remaining all are good 👌",Verified Purchase,5,Iphone13
Nitish sharma,Reviewed in India on 16 May 2022,I was an android user. And I never thought that I would be able to switch to IOS but after I did I am liking it. It’s no different than android. Still there are few things where IOS is better.,Verified Purchase,5,Iphone13
srinu don,Reviewed in India on 8 May 2022,,Verified Purchase,5,Iphone13
Anirban Roy,Reviewed in India on 11 May 2022,"The iPhone 13 offers great performance and exceptional battery life. It came with 3 months of free Apple TV + Apple Arcade subscription, and 1 month of free Apple Music.",Verified Purchase,5,Iphone13
Manish SK Gautam,Reviewed in India on 3 February 2022,First thanks to Amazon for providing the original product. Battery backup seems to be good which was the main issue with iPhones. The only cons I have noticed is a low signal in some areas.,Verified Purchase,4,Iphone13
Manesh P Nair,Reviewed in India on 13 May 2022,"Very Very Good Mobile.
Sad to say thing is charging adaptor is not in box.

Should include adaptor in box.

And screen guard and back cover is also suggested to add in the box.",Verified Purchase,5,Iphone13
adi,Reviewed in India on 8 May 2022,,Verified Purchase,4,Iphone13
Mohammad Sohrab,Reviewed in India on 3 March 2022,Product is very good. I am happy with this product,Verified Purchase,5,Iphone13
Sonam Lama,Reviewed in India on 31 March 2022,Camera quality very bad like Android phone below Rs 4000 is this original product or duplicate product what to do or any option for camera setting I tried all settings option but not satisfied camera quality.,Verified Purchase,1,Iphone13
Shampita,Reviewed in India on 20 January 2022,This is my first iPhone and I must say it’s a beast!!! Battery life on normal usage goes for like one and a half days! UI is smooth and hassle free,Verified Purchase,5,Iphone13
sunny,Reviewed in India on 29 May 2022,"Face unlock work very fast
Battery life is beyond imagination
No need to say anything about performance

This is my first iPhone and believe me there is no comparison with its performance, camera and stability before i used oneplus samsung etc and no one can beat it.

And i love its starlight colour.",Verified Purchase,5,Iphone13
Avinash Bahidar,Reviewed in India on 14 May 2022,"I’ve been an Android user since 14-15 years, switched to iPhone & it has been a great experience. Everything is good about this phone; Smoothness, Performance, Battery, Camera is just great.",Verified Purchase,5,Iphone13
Amit,Reviewed in India on 14 May 2022,"Fantastic phone to own. I was owning iphone se 2020. Because of its smaller size and slow home button, the iPhone experience was missing, which I feel now. Very snappy and great battery life.",Verified Purchase,5,Iphone13
Priyam Borah,Reviewed in India on 13 May 2022,Dont need an review for this product. Everything is upto mark. Need improvement on the battery quality though ngl,Verified Purchase,5,Iphone13
Shubh,Reviewed in India on 12 May 2022,best smartphone from apple i just upgrade from iphone 7 and now its i iphone 13 with most powerfull features full xdr display and superb camera i just loved it good best in class very good battery,Verified Purchase,5,Iphone13
Rakesh,Reviewed in India on 16 May 2022,working fine overall performance is good,Verified Purchase,5,Iphone13
Raja,Reviewed in India on 8 April 2022,"Great product, wonderful experience.",Verified Purchase,5,Iphone13
Monu Gupta,Reviewed in India on 3 March 2022,"All of good 😊
Fingerprint print reader is very fast ⏩",Verified Purchase,4,Iphone13
Tarun Kuruvilla,Reviewed in India on 12 March 2022,The battery has been draining significantly. Customer service were not that helpful and I'm losing my mind to resolve this. I'm so disappointed in myself for buying this phone. What a terrible experience,Verified Purchase,1,Iphone13
Saket,Reviewed in India on 25 January 2022, Good performance value for money not exactly,Verified Purchase,5,Iphone13
Bibek Roy Chowdhury,Reviewed in India on 15 May 2022,Loss of data when changing from Android to I OS platform and it is difficult. Its too soon to write anything in details,Verified Purchase,4,Iphone13
Tumbeswar Nayak,Reviewed in India on 30 January 2022,Battery is draining faster,Verified Purchase,2,Iphone13
Vikrant Kumar Goutam,Reviewed in India on 8 March 2022,"Best value for money iphone right now. Go for starlight or pink, no finger prints at all",Verified Purchase,5,Iphone13
NILESH GURNANI,Reviewed in India on 14 May 2022,"The camera app opens on 2X with a blank screen No amount of reset or reconfigure works. Amazon support does not allow to place return/replace request. They bounce you to Apple support.
Very poor service. Very poor product. I have been using Apple products since 2015",Verified Purchase,1,Iphone13
Pinky,Reviewed in India on 6 May 2022,"Well, i just love my iphone. No complaints. Just took some time to adjust to this but now it's perfect.",Verified Purchase,4,Iphone13
Nallakarthy. P,Reviewed in India on 14 February 2022,"Almost The Beast One as 12 pro
Camera is not as 13 pro but the best camers",Verified Purchase,5,Iphone13
pratik,Reviewed in India on 31 December 2021,"In one word fantastic…. Beast of a performer..

It good right balance of size and performance
Battery life is major USP of this mobile …

Two major Cons :-
120 htz refresh rate is must have for this price point
Charging Speed is bit slow but that could be managed by great battery life",Verified Purchase,5,Iphone13
Shankar,Reviewed in India on 15 May 2022,"Phone is just amazing with his performance and the camera quality I don’t feel anywhere laggy
Performance 10/9
Camera 10/10
Battery 10/8
Selfie camera 10/6
Display10/5
Note:if you are looking a phone with good camera and performance just go for it",Verified Purchase,5,Iphone13
saikiran,Reviewed in India on 29 March 2022,"Previous mobile was one pluse 5 switched to i phone 13 and i am just fall in love with ios.

Watch Lot of youtube videos about ios vs android and take decision to go for ios. Its super cool",Verified Purchase,5,Iphone13
Alam Sheikh,Reviewed in India on 11 May 2022,"Since I bought this product through Amazon phone touch was not working as par and while charging phone got heat a lot.
And after one day of purchase my phone is not working . Touch is also not working. Fake product. Seems to me they provide me fake product",Verified Purchase,1,Iphone13
Sunny,Reviewed in India on 26 March 2022,"Amazing phone , Amazing Battery life , Stunning camera , and the videos are like wooooow , every one is sure to ask you which device did you use to upload these premium quality videos . Battery is rocking gives more than a day backup",Verified Purchase,5,Iphone13
jithin,Reviewed in India on 11 May 2022,"Got it for 63k during an offer ,still the price is bit hight .",Verified Purchase,4,Iphone13
MAHAVEER PRASAD MEENA,Reviewed in India on 24 April 2022,This is wrost Mobile After 2 Day use It's Hiting To Much When Charging...Battry Charging Slow..... And When Play Bgmi..it's battry drain To fast with Full Hiting Mobile...,Verified Purchase,1,Iphone13
Legendary,Reviewed in India on 25 March 2022,"Nice product and gorgeous...!
Very nice camera quality.
Display is too good...
Body is also good.
Is has many hidden features than iphone 12 and 11 and all old products...",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 13 March 2022,There is a Light source flares on camera image when you direct your phone camera on light source. This is creating green light spot on image. It is problem with the iPhone lens. I don’t recommend this phone if you are a fan of camera. But you can use Snapseed app to remove it.,Verified Purchase,4,Iphone13
Sriram Kulkarni,Reviewed in India on 18 May 2022,Amazing product!,Verified Purchase,5,Iphone13
ronen das,Reviewed in India on 9 April 2022,Display performance and feel of the device along with the camera is top notch and perfect. Fits perfectly everywhere and screen is big enough to not be too small.,Verified Purchase,5,Iphone13
L.Archana,Reviewed in India on 27 May 2022,"Too high cost, ony few people can afford it. So i don't like it",Verified Purchase,1,Iphone13
adnvrs,Reviewed in India on 24 March 2022,Good offers,Verified Purchase,4,Iphone13
Abhijoy Mustaufi,Reviewed in India on 26 May 2022,The iphone 13 has great user experience and the camera quality has also been improved from the previous version. The battery remains a big issue here and certainly needs improvement.,Verified Purchase,4,Iphone13
ASHUTOSH SAHOO,Reviewed in India on 6 May 2022,"This is first time i am using iPhone. Initial few days i was missing some feature of my old android phone but now i am loving the iPhone 13. Everything you hear on youtube about iPhone 13 is true, it’s a good phone buy it if you want it.",Verified Purchase,5,Iphone13
Karan,Reviewed in India on 9 May 2022, Every thing is good waise bhi itne paise dene ke baad kuch bura tho bol bhi nahi sakte…. But overall very good phone love the camera……the process is good..overall a good package I got this phone 65k which is grt,Verified Purchase,5,Iphone13
Sharique Mansoor,Reviewed in India on 22 February 2022,You don’t need to write anything when it comes to iPhone because iPhone just rules the world. Simply amazing… price is too much though. The only disappointing thing is that they have stopped giving proper charger and also there is no earphones..,Verified Purchase,5,Iphone13
Bennett,Reviewed in India on 12 February 2022,"I thought upgrading from 11 to 13 would be a hassle. I could transfer all my data from 11 to 13 very easily, Never even had to connect to a pc or download an app.",Verified Purchase,5,Iphone13
Priya ghosh,Reviewed in India on 21 January 2022,Fantastic red .. just unboxed it so cannot say about anything else . Loved it . Thank you amazon,Verified Purchase,5,Iphone13
Gaurav Gupta,Reviewed in India on 16 March 2022,"Finally, I gift this mobile to my lovely wife.
But it's very difficult to live with one kidney!!!",Verified Purchase,5,Iphone13
BILAL AHMAD KUKROO,Reviewed in India on 28 February 2022,"Intelligent device with amazing camera ,display ,multitasking support , battery performance and RAM Management",Verified Purchase,5,Iphone13
Moin Mukarram,Reviewed in India on 3 April 2022,"I actually was using note9 Samsung phone from past 5 Years, I work at corporate so my phone usage is a bit more and this iPhone 13 -beast of a phone is delivering on my expectations more than I thought it could. Love it.",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 11 February 2022,Go on without any hesitation👍,Verified Purchase,5,Iphone13
Soundarajan,Reviewed in India on 27 February 2022,Recieved the product in good condition and on time. Packing was very good. This is my first apple product 😍,Verified Purchase,5,Iphone13
AK,Reviewed in India on 8 March 2022,just amazing!!! Original product delivered with very good ackaging & fast delivery.,Verified Purchase,5,Iphone13
Kishan kotian,Reviewed in India on 25 September 2021,Not at all worth the wait and price. I phone 11 and 12 were better version at this price points. Nothing much has been changed. Check before you buy and make a good decision.,,1,Iphone13
Bhavani,Reviewed in India on 10 May 2022,Battery back up is very low description shows 20 plaback hours bt hardly if we use its just for 5 to 6 hours. Disappointed with battery nd temperature of Phone nd phone gets heated up for just usage of half an hour,Verified Purchase,2,Iphone13
Rajat saini,Reviewed in India on 1 February 2022,I like this phone . Got on discount in republic sale. Battery performance is improved by apple. Picture quality is awesome.Look wise phone is really attractive and decent. Overall performance is good. However it looks big in hand and slippery.,Verified Purchase,5,Iphone13
Chetan Anand,Reviewed in India on 30 March 2022,"Reviewing after 2 weeks of use :
Cons : Only one cons that is Refresh Rate should be 90hz even 60hz works very fine
Pros : Except that above cons ,everything is more than ( + ) the expectation ; up to the expectation is Night Camera",Verified Purchase,5,Iphone13
Amazon Customer,Reviewed in India on 21 March 2022,"Buy iphone if you really want a product from Apple and if you want smart phone with lots of features go with android phones.
Best feature in iPhone 13 is only camera which gives best in class picture quality even in low light.",Verified Purchase,5,Iphone13
atif yaseen,Reviewed in India on 26 April 2022,Good,Verified Purchase,5,Iphone13
Gaurav Gupta,Reviewed in India on 20 February 2022,Each thing is good but as visible midnight Black that is totally different which I find so could be better if it's totally black or z black.,Verified Purchase,4,Iphone13
Jay Joshi,Reviewed in India on 23 May 2022,"Overall experience is good.
Missing some things which was good in OnePlus
❤️🖤
Got This Deal at 62 k 😍",Verified Purchase,5,Iphone13
Shivam mendiratta,Reviewed in India on 15 April 2022,Not even a month has been completed and the power button got stucked inside it and phone started to get hang dont know whether the seller send a original piece or not,Verified Purchase,2,Iphone13
RAVI KUMAR KADIVETI,Reviewed in India on 19 May 2022,Best mobile in all respects.,Verified Purchase,5,Iphone13
long you live,Reviewed in India on 27 March 2022,"Excellent in every aspect, battery life is very good, lasts easily for 1-2 days. Worth buying.",Verified Purchase,5,Iphone13
vivek verma,Reviewed in India on 10 March 2022,Phone looks good basically the diagonal camera. camera quality awesome. I was using I Phone6 then baught this I phone13.,Verified Purchase,5,Iphone13
Lokesh,Reviewed in India on 7 April 2022,"If you want to switch android to iOS, so take iPhone 13 and also carry your old android phone because face many problems in iPhones, not allowed double apps, Two physical sim,etc",Verified Purchase,4,Iphone13
Saurabh Chaudhari,Reviewed in India on 2 May 2022,Once you use IPhone you are not going back to android.,Verified Purchase,5,Iphone13
Singh’s,Reviewed in India on 29 May 2022,Best ever upgraded from Samsung to iPhone 13,Verified Purchase,5,Iphone13
Vishnu,Reviewed in India on 13 May 2022,"Don’t buy this product from Amazon
Return/Replacement is not initiating by amazon
Received defective product",Verified Purchase,1,Iphone13
Vasu Behl,Reviewed in India on 14 May 2022,The camera is very good and the battery life is also working nice for me with this Iphone. Latest iphone at the best available price.,Verified Purchase,5,Iphone13
Subhrajyoti,Reviewed in India on 24 May 2022,Just an awesome phone with the best camera,Verified Purchase,5,Iphone13
